,class,lines,direction,text,signs,complete,alignment,sign height,images
1,VN,1,L/R,+700-033+,2,Y,,,
3,SS,1,L/R,+400-740-067-100+,4,Y,,,
1,SC,1,R/L,+824-892-413+,3,Y,,,
3,SS,1,R/L,+740-100-415+,3,Y,,,
1,UC,1,L/R,]740-760[,2,?,,,
1,VN,1,R/L,+700-031+,2,Y,,,
3,UC,1,R/L,+740-892+,2,Y,,,
1,NU,1,,]034[,1,?,Indefinable,Indefinable,
3,UC,1,L/R,]740-176[,2,?,Indefinable,Indefinable,
1,UC,1,R/L,+700-032-690-365-817+,5,Y,,,
3,SS,1,R/L,+400-740-176+,3,Y,,,
1,PN,1,R/L,+390-003+,2,Y,Linear,Equal,
1,??,1,,+000-000[,2,N,,,
3,UC,1,,]176-790[,2,?,,,
1,SS,1,R/L,+002-820+,2,Y,,,
3,SS,1,R/L,+861-003+,2,Y,,,
1,VN,1,L/R,+700-034+,2,Y,,Unequal,
3,PP,1,L/R,+740-176-220+,3,Y,Partly linear,Unequal,
1,NV,1,R/L,+034-700+,2,Y,,,
3,SC,1,R/L,+400-775-516+,3,Y,,,
1,PP,1,L/R,+740-760-240+,3,Y,,,
1,VN,1,R/L,]700-033[,2,?,,,
3,UC,1,,]156[,1,?,Indefinable,Indefinable,
5,UC,1,,]000[,1,N,Indefinable,Indefinable,
1,??,1,L/R,]000-740+,2,N,,,
1,PP,1,R/L,+526-555-235+,3,Y,,,
3,SC,1,R/L,+824-892-413+,3,Y,,,
1,??,1,,]000-700+,2,N,,,
1,??,1,L/R,]000-700+,2,N,,,
3,UC,1,L/R,]740-176-000[,3,N,,,
1,NU,1,,]034[,1,?,Indefinable,Indefinable,
3,UC,1,R/L,]740-440-920[,3,?,,,
5,??,1,,]000[,1,N,Indefinable,Indefinable,
1,VN,1,R/L,+700-034+,2,Y,,,
3,SS,1,R/L,+002-861-416+,3,Y,,,
1,VN,1,,+700-032+,2,Y,,,
3,UC,1,,+000-591+,2,N,,,
1,UC,1,R/L,+700[,1,?,,,
3,UC,1,R/L,+400[,1,?,,,
1,SP,1,R/L,+520-220-415-060-920+,5,Y,Linear,Equal,
1,VN,1,R/L,+700-034+,2,Y,,,
3,UC,1,R/L,+400-740-760-382+,4,Y,,,
1,PP,1,R/L,+520-220-415+,3,Y,,,
3,UC,1,,+110+,1,Y,Indefinable,Indefinable,
1,UC,1,R/L,+154-032-000+,3,N,,,
1,UC,1,,+400-484[,2,?,,,
1,VN,1,R/L,+700-034+,2,Y,,,
3,SC,1,R/L,+824-032-575-415+,4,Y,,,
5,SS,1,R/L,+740-760-840-799+,4,Y,,,
1,UC,1,R/L,+700-032-220+,3,Y,Unordered,Unequal,
3,PP,1,R/L,+520-220-415-240-803+,5,Y,Linear,Unequal,
1,UC,1,,+700-000[,2,N,,,
3,UC,1,,+000[,1,N,Indefinable,Indefinable,
1,VN,1,,+700-033+,2,Y,,,
1,NV,1,R/L,+034-700+,2,Y,,,
3,SS,1,R/L,+002-861-416+,3,Y,,,
1,SS,1,R/L,+390-003+,2,Y,,,
1,VN,1,R/L,+700-032+,2,Y,,,
3,SS,1,R/L,+400-740-032-015+,4,Y,,,
1,SC,1,R/L,+455-590-142-220+,4,Y,,,
3,PP,1,R/L,+504-350-741-060-920+,5,Y,,,
1,UC,1,R/L,]892-413[,2,?,,,
3,UC,1,R/L,]000-240-031-032-171[,5,N,,,
1,NU,1,,+032+,1,Y,Indefinable,Indefinable,
1,PP,1,R/L,+400-740-100-176-175+,5,Y,,,
1,??,1,,+000-000-000-000+,4,N,,,
3,??,1,R/L,+400-711-000-000-000+,5,N,,,
1,??,1,R/L,+740-000+,2,N,,,
1,VN,1,R/L,+700-032+,2,Y,,,
3,??,1,R/L,+400-740-000-792+,4,N,,,
1,UC,1,R/L,+125-700-033+,3,Y,,,
3,??,1,R/L,]000-740-233-240+,4,N,,,
1,UC,1,L/R,+700-033-368-091+,4,Y,Linear,Unequal,
3,UC,1,L/R,+700-033-400-740-388+,5,Y,Linear,Unequal,
